,Venue,City,Country,Date,Year,Setlist,State
347,Autzen Stadium (U of Oregon),Eugene,USA,1978-06-25,1978,"['promised land', 'they love each other', 'me and my uncle', 'big river', 'candyman', 'passenger', 'peggy-o', 'new minglewood blues', 'samson and delilah', 'friend of the devil', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues']",OR
348,Arrowhead Stadium,Kansas City,USA,1978-07-01,1978,"['bertha', ""good lovin'"", 'tennessee jed', 'jack straw', 'friend of the devil', 'me and my uncle', 'big river', 'deal', 'terrapin station', ""playin' in the band"", 'estimated prophet', 'drums', 'the other one', 'wharf rat', 'around and around', 'johnny b. goode']",MO
349,St. Paul Civic Center,St. Paul,USA,1978-07-03,1978,"['new minglewood blues', 'loser', 'looks like rain', 'ramble on rose', 'mexicali blues', 'mama tried', 'peggy-o', 'cassidy', 'deal', 'music never stopped', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'not fade away', 'stella blue', 'sugar magnolia', 'werewolves of london']",MN
350,Omaha Auditorium,Omaha,USA,1978-07-05,1978,"['sugaree', 'beat it on down the line', 'they love each other', 'looks like rain', 'dire wolf', ""it's all over now"", 'candyman', ""lazy lightnin'"", 'supplication', 'deal', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'wharf rat', ""truckin'"", 'iko iko', 'around and around']",NE
351,Red Rocks Amphitheater,Morrison,USA,1978-07-07,1978,"['jack straw', 'candyman', 'me and my uncle', 'big river', 'friend of the devil', 'cassidy', 'tennessee jed', 'passenger', 'peggy-o', 'music never stopped', 'cold rain and snow', 'beat it on down the line', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'not fade away', ""nobody's jam"", 'not fade away', 'black peter', 'around and around', 'u.s. blues', 'johnny b. goode']",CO
352,Red Rocks Amphitheater,Morrison,USA,1978-07-08,1978,"['bertha', ""good lovin'"", 'dire wolf', 'el paso', 'it must have been the roses', 'new minglewood blues', 'ramble on rose', 'promised land', 'deal', 'samson and delilah', 'ship of fools', 'estimated prophet', 'the other one', 'eyes of the world', 'drums', 'wharf rat', ""franklin's tower"", 'sugar magnolia', 'terrapin station', 'one more saturday night', 'werewolves of london']",CO
353,Red Rocks Amphitheater,Morrison,USA,1978-08-30,1978,"['promised land', 'sugaree', 'mexicali blues', 'mama tried', 'stagger lee', 'looks like rain', 'deal', 'i need a miracle', 'brown eyed women', 'estimated prophet', 'the other one', 'eyes of the world', 'drums', 'if i had the world to give', 'iko iko', 'around and around', 'u.s. blues']",CO
354,Red Rocks Amphitheater,Morrison,USA,1978-08-31,1978,"['mississippi half-step', 'el paso', 'peggy-o', 'new minglewood blues', 'candyman', '>from the heart of me', 'jack straw', 'shakedown street', ""good lovin'"", 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', ""nobody's jam"", 'not fade away', 'black peter', 'sugar magnolia', 'johnny b. goode']",CO
355,Giants Stadium (Meadowlands Sports Complex),East Rutherford,USA,1978-09-02,1978,"['jack straw', 'friend of the devil', 'new minglewood blues', 'dire wolf', 'looks like rain', 'stagger lee', 'i need a miracle', 'peggy-o', ""lazy lightnin'"", 'supplication', ""good lovin'"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'sugar magnolia', 'one more saturday night']",NJ
356,Son Et Lumiere Theater,Giza,Egypt,1978-09-14,1978,"['ollin arrageed', 'not fade away', 'me and my uncle', 'they love each other', 'new minglewood blues', 'peggy-o', 'beat it on down the line', 'deal', 'sugaree', 'samson and delilah', 'scarlet begonias', 'fire on the mountain', ""truckin'"", 'the other one', 'drums', 'black peter', 'around and around']",N/A
357,Son Et Lumiere Theater,Giza,Egypt,1978-09-15,1978,"['ollin arrageed', 'promised land', 'friend of the devil', 'mama tried', 'big river', 'loser', 'i need a miracle', 'stagger lee', 'jack straw', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'terrapin station', 'sugar magnolia']",N/A
358,Son Et Lumiere Theater,Giza,Egypt,1978-09-16,1978,"['bertha', ""good lovin'"", 'candyman', 'looks like rain', 'row jimmy', 'el paso', 'ramble on rose', 'new minglewood blues', 'deal', 'ollin arrageed', 'fire on the mountain', 'iko iko', 'i need a miracle', ""it's all over now"", 'sunrise', 'shakedown street', 'drums', ""truckin'"", 'stella blue', 'around and around', 'one more saturday night']",N/A
359,Winterland Arena,San Francisco,USA,1978-10-17,1978,"['promised land', 'friend of the devil', 'mama tried', 'mexicali blues', 'tennessee jed', 'i need a miracle', 'stagger lee', 'jack straw', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'if i had the world to give', 'around and around', 'u.s. blues']",CA
360,Winterland Arena,San Francisco,USA,1978-10-18,1978,"['sugaree', 'me and my uncle', 'big river', 'peggy-o', 'looks like rain', 'stagger lee', 'new minglewood blues', 'candyman', 'music never stopped', 'bertha', ""good lovin'"", '>from the heart of me', 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'wharf rat', ""truckin'"", 'i need a miracle']",CA
361,Winterland Arena,San Francisco,USA,1978-10-20,1978,"['new minglewood blues', 'they love each other', 'cassidy', 'dire wolf', 'el paso', 'tennessee jed', ""it's all over now"", 'loser', ""lazy lightnin'"", 'supplication', 'mississippi half-step', ""franklin's tower"", ""dancin' in the streets"", 'drums', 'not fade away', 'black peter', 'around and around', 'johnny b. goode', 'shakedown street']",CA
362,Winterland Arena,San Francisco,USA,1978-10-21,1978,"['ollin arrageed', 'promised land', 'sugaree', 'passenger', 'ramble on rose', 'looks like rain', 'stagger lee', 'i need a miracle', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', ""he's gone"", 'drums', 'mojo', 'the other one', 'stella blue', 'sugar magnolia', 'u.s. blues']",CA
363,Winterland Arena,San Francisco,USA,1978-10-22,1978,"['ollin arrageed', 'deal', 'me and my uncle', 'big river', 'friend of the devil', 'new minglewood blues', 'peggy-o', 'jack straw', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', '>from the heart of me', 'i need a miracle', 'drums', 'not fade away', 'caution jam', 'mojo jam', ""goin' down the road feelin' bad"", 'johnny b. goode']",CA
364,"Saturday Night Live, NBC Studios",New York,USA,1978-11-11,1978,"['casey jones', 'i need a miracle', ""good lovin'""]",NY
365,Boston Music Hall,Boston,USA,1978-11-13,1978,"['promised land', 'they love each other', 'mama tried', 'mexicali blues', 'peggy-o', 'cassidy', 'tennessee jed', 'new minglewood blues', 'stagger lee', 'jack straw', 'mississippi half-step', ""franklin's tower"", 'samson and delilah', 'friend of the devil', ""playin' in the band"", 'drums', 'black peter', ""playin' in the band"", 'around and around', 'u.s. blues']",MA
366,Boston Music Hall,Boston,USA,1978-11-14,1978,"['sugaree', 'el paso', 'candyman', ""it's all over now"", 'loser', 'passenger', 'stagger lee', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'wharf rat', 'not fade away', ""goin' down the road feelin' bad"", 'johnny b. goode']",MA
367,Uptown Theater,Chicago,USA,1978-11-16,1978,"['new minglewood blues', 'dire wolf', 'me and my uncle', 'big river', 'they love each other', 'looks like rain', 'brown eyed women', 'beat it on down the line', 'stagger lee', ""dancin' in the streets"", 'deal', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', ""he's gone"", 'drums', 'black peter', ""truckin'"", 'u.s. blues']",IL
368,Uptown Theater,Chicago,USA,1978-11-17,1978,"['shakedown street', 'mama tried', 'mexicali blues', 'peggy-o', 'cassidy', 'tennessee jed', 'passenger', 'friend of the devil', 'i need a miracle', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'terrapin station', 'around and around', 'casey jones']",IL
369,Uptown Theater,Chicago,USA,1978-11-18,1978,"['jack straw', 'candyman', 'me and my uncle', 'big river', 'sugaree', 'el paso', 'stagger lee', ""it's all over now"", '>from the heart of me', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'i need a miracle', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'one more saturday night']",IL
370,Cleveland Music Hall,Cleveland,USA,1978-11-20,1978,"['mississippi half-step', ""franklin's tower"", 'mama tried', 'mexicali blues', 'it must have been the roses', 'looks like rain', 'stagger lee', 'passenger', 'peggy-o', ""lazy lightnin'"", 'supplication', 'jam', 'drums', 'jack-a-roe', ""playin' in the band"", 'shakedown street', 'drums', 'if i had the world to give', ""playin' in the band"", 'around and around']",OH
371,War Memorial Auditorium,Rochester,USA,1978-11-21,1978,"['promised land', 'they love each other', 'cassidy', 'dire wolf', 'me and my uncle', 'big river', 'row jimmy', 'new minglewood blues', 'loser', 'jack straw', 'deal', 'bertha', ""good lovin'"", 'stagger lee', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'black peter', ""truckin'"", 'johnny b. goode']",NY
372,Capital Centre,Landover,USA,1978-11-23,1978,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'stagger lee', 'looks like rain', 'tennessee jed', 'passenger', 'brown eyed women', 'music never stopped', 'samson and delilah', 'friend of the devil', ""dancin' in the streets"", 'terrapin station', ""playin' in the band"", 'drums', 'shakedown street', ""playin' in the band"", 'around and around', 'u.s. blues']",MD
373,Capitol Theater,Passaic,USA,1978-11-24,1978,"['jack straw', 'sugaree', 'me and my uncle', 'big river', 'stagger lee', 'passenger', 'candyman', 'new minglewood blues', '>from the heart of me', 'loser', 'promised land', 'i need a miracle', ""good lovin'"", 'friend of the devil', 'estimated prophet', 'shakedown street', 'ollin arrageed', 'drums', 'fire on the mountain', 'sugar magnolia', 'johnny b. goode']",NJ
374,Jai-Alai Fronton,Miami,USA,1978-12-12,1978,"['mississippi half-step', ""franklin's tower"", 'looks like rain', 'peggy-o', 'me and my uncle', 'big river', 'ramble on rose', 'new minglewood blues', 'stagger lee', 'music never stopped', 'bertha', ""good lovin'"", 'brown eyed women', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues']",FL
375,Curtis Hixon Convention Hall,Tampa,USA,1978-12-13,1978,"['passenger', 'they love each other', 'mama tried', 'mexicali blues', 'candyman', 'el paso', 'tennessee jed', ""it's all over now"", 'loser', 'jack straw', 'deal', 'i need a miracle', 'ship of fools', ""playin' in the band"", 'drums', 'shakedown street', 'black peter', ""playin' in the band"", 'sugar magnolia', 'johnny b. goode']",FL
376,Boutwell Auditorium,Birmingham,USA,1978-12-15,1978,"['promised land', 'shakedown street', 'new minglewood blues', 'friend of the devil', 'el paso', '>from the heart of me', 'brown eyed women', 'cassidy', 'deal', 'i need a miracle', 'bertha', ""good lovin'"", 'it must have been the roses', 'terrapin station', ""playin' in the band"", 'drums', 'stella blue', ""truckin'"", ""playin' in the band"", 'u.s. blues']",AL
377,Nashville Municipal Auditorium,Nashville,USA,1978-12-16,1978,"['sugaree', 'beat it on down the line', 'candyman', 'me and my uncle', 'big river', 'stagger lee', 'looks like rain', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', '>from the heart of me', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'around and around', 'one more saturday night']",TN
378,Fox Theater,Atlanta,USA,1978-12-17,1978,"['jack straw', 'they love each other', 'mama tried', 'mexicali blues', 'peggy-o', 'passenger', 'stagger lee', 'new minglewood blues', 'brown eyed women', 'music never stopped', 'i need a miracle', 'bertha', ""good lovin'"", 'ramble on rose', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'shakedown street', 'sugar magnolia', 'johnny b. goode']",GA
379,Memorial Coliseum (State Fairgrounds),Jackson,USA,1978-12-19,1978,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'they love each other', 'me and my uncle', 'big river', 'loser', 'el paso', 'row jimmy', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', 'promised land', 'stagger lee', ""truckin'"", 'drums', 'the other one', 'stella blue', 'not fade away', 'around and around', 'casey jones']",MS
380,The Summit,Houston,USA,1978-12-21,1978,"['jack straw', 'dire wolf', 'cassidy', 'stagger lee', 'mama tried', 'mexicali blues', 'friend of the devil', ""it's all over now"", 'brown eyed women', 'passenger', 'peggy-o', 'music never stopped', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'terrapin station', ""playin' in the band"", 'drums', 'black peter', ""playin' in the band"", 'sugar magnolia']",TX
381,Dallas Convention Center,Dallas,USA,1978-12-22,1978,"['shakedown street', 'me and my uncle', 'big river', 'tennessee jed', 'looks like rain', 'stagger lee', 'beat it on down the line', 'candyman', 'new minglewood blues', 'deal', 'scarlet begonias', 'fire on the mountain', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'wharf rat']",TX
382,Golden Hall,San Diego,USA,1978-12-27,1978,"['promised land', 'friend of the devil', 'cassidy', 'peggy-o', 'mama tried', 'mexicali blues', 'mississippi half-step', ""franklin's tower"", 'music never stopped', 'bertha', ""good lovin'"", 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'black peter', 'around and around', 'u.s. blues']",CA
383,Golden Hall,San Diego,USA,1978-12-28,1978,"['sugaree', 'funiculi funicula', 'beat it on down the line', 'dire wolf', 'looks like rain', 'stagger lee', 'me and my uncle', 'big river', 'candyman', 'new minglewood blues', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'shakedown street', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'wharf rat', 'sugar magnolia', 'johnny b. goode']",CA
384,Pauley Pavilion (UCLA),Los Angeles,USA,1978-12-30,1978,"['jack straw', 'they love each other', 'mama tried', 'mexicali blues', 'loser', 'looks like rain', 'stagger lee', 'passenger', 'tennessee jed', 'new minglewood blues', 'sugaree', 'promised land', 'i need a miracle', 'bertha', ""good lovin'"", 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", 'shakedown street', 'drums', 'ollin arrageed', 'st. stephen', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'one more saturday night']",CA
385,Winterland Arena,San Francisco,USA,1978-12-31,1978,"['sugar magnolia', 'scarlet begonias', 'fire on the mountain', 'me and my uncle', 'big river', 'friend of the devil', ""it's all over now"", 'stagger lee', '>from the heart of me', 'sunshine daydream', 'samson and delilah', 'ramble on rose', 'i need a miracle', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'around and around', 'dark star', 'the other one', 'dark star', 'wharf rat', 'st. stephen', ""good lovin'"", 'casey jones', 'johnny b. goode', 'we bid you goodnight']",CA
386,The Spectrum,Philadelphia,USA,1979-01-05,1979,"['sugaree', 'new minglewood blues', 'candyman', 'mama tried', 'mexicali blues', '>from the heart of me', 'brown eyed women', ""it's all over now"", 'stagger lee', 'music never stopped', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", ""nobody's fault but mine"", 'black peter', 'around and around', 'johnny b. goode']",PA
